TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2018,8,3,18,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,8,4,15,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,8,19,0,1,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,8,28,15,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,9,7,0,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,9,7,6,40,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,9,15,13,34,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,9,29,12,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,10,7,11,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,10,22,9,15,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,11,23,22,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,12,29,16,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,2,5,17,30,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,2,16,4,30,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,2,22,23,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,3,12,18,15,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,3,31,15,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,4,6,23,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,4,20,15,50,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,5,19,23,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,5,29,21,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,7,15,15,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,8,3,18,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,8,26,17,30,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,8,29,21,5,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,8,31,23,30,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,9,1,1,17,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,9,9,14,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,9,9,23,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,11,20,15,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,11,23,14,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,11,29,18,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,11,29,19,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,12,12,20,0,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Theft from Vehicle,2018,3,1,20,30,COLUMBIA ST / W 11TH AVE,Mount Pleasant,492030.98,5456502.857
Theft from Vehicle,2018,6,28,2,0,COLUMBIA ST / W 16TH AVE,Riley Park,492017.626,5456004.31
Theft from Vehicle,2018,5,22,12,15,COLUMBIA ST / W 1ST AVE,Mount Pleasant,492041.292,5457516.258
Theft from Vehicle,2018,7,27,0,0,COLUMBIA ST / W 1ST AVE,Mount Pleasant,492041.292,5457516.258
Theft from Vehicle,2018,3,25,0,0,COLUMBIA ST / W 20TH AVE,Riley Park,492003.7812,5455569.977
Theft from Vehicle,2018,7,17,4,0,COLUMBIA ST / W 22ND AVE,Riley Park,492001.3064,5455369.296
Theft from Vehicle,2018,8,21,19,0,COLUMBIA ST / W 2ND AVE,Mount Pleasant,492039.4162,5457391.361
Theft from Vehicle,2018,5,11,3,58,COLUMBIA ST / W 4TH AVE,Mount Pleasant,492037.8586,5457193.45
Theft from Vehicle,2018,12,14,12,0,COLUMBIA ST / W 4TH AVE,Mount Pleasant,492037.8586,5457193.45
Theft from Vehicle,2018,7,18,8,0,COLUMBIA ST / W 6TH AVE,Mount Pleasant,492036.3823,5456992.823
Theft from Vehicle,2018,11,9,17,0,COLUMBIA ST / W 7TH AVE,Mount Pleasant,492035.9917,5456893.604
Theft from Vehicle,2018,5,26,18,0,COLUMBIA ST / W 8TH AVE,Mount Pleasant,492034.9445,5456793.106
Theft from Vehicle,2018,12,9,21,0,COLUMBIA ST / W BROADWAY AVE,Mount Pleasant,492034.3171,5456712.02
Theft from Vehicle,2018,6,1,7,30,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920.3383,5456517.151
Theft from Vehicle,2018,10,20,0,26,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920.3383,5456517.151
Theft from Vehicle,2018,9,18,8,45,COMMERCIAL DR / E 11TH AVE,Kensington-Cedar Cottage,494919.2724,5456411.541
Theft from Vehicle,2018,3,15,17,45,COMMERCIAL DR / E 12TH AVE,Kensington-Cedar Cottage,494917.8311,5456315.969
Theft from Vehicle,2018,6,5,20,30,COMMERCIAL DR / E 13TH AVE,Kensington-Cedar Cottage,494916.8003,5456215.872
Theft from Vehicle,2018,1,11,0,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Theft from Vehicle,2018,3,21,5,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Theft from Vehicle,2018,6,7,1,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Theft from Vehicle,2018,4,5,21,30,COMMERCIAL DR / E 2ND AVE,Grandview-Woodland,494931.3594,5457329.03
Theft from Vehicle,2018,1,7,23,0,COMMERCIAL DR / E 5TH AVE,Grandview-Woodland,494927.46,5457005.039
Theft from Vehicle,2018,5,4,21,0,COMMERCIAL DR / E 6TH AVE,Grandview-Woodland,494926.136,5456926.387
Theft from Vehicle,2018,1,14,11,0,COMMERCIAL DR / E 8TH AVE,Grandview-Woodland,494922.7218,5456687.096
Theft from Vehicle,2018,7,3,18,30,COMMERCIAL DR / E GEORGIA ST,Grandview-Woodland,494874.3637,5458416.476
Theft from Vehicle,2018,10,5,0,9,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.865,5458723.97
Theft from Vehicle,2018,10,8,20,0,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.865,5458723.97
Theft from Vehicle,2018,11,19,18,30,COMMERCIAL DR / E PENDER ST,Grandview-Woodland,494877.6341,5458616.814
Theft from Vehicle,2018,3,16,16,30,COMMERCIAL DR / GRANDVIEW HWY N,Grandview-Woodland,494923.9661,5456775.664
Theft from Vehicle,2018,5,8,15,30,COMMERCIAL DR / GRANDVIEW HWY N,Grandview-Woodland,494923.9661,5456775.664
Theft from Vehicle,2018,6,6,18,30,COMMERCIAL DR / GRANT ST,Grandview-Woodland,494935.1183,5457625.997
Theft from Vehicle,2018,9,25,23,0,COMMERCIAL DR / PANDORA ST,Grandview-Woodland,494883.7862,5458927.997
Theft from Vehicle,2018,1,3,18,0,COMMERCIAL DR / POWELL ST,Grandview-Woodland,494883.8526,5459014.71
Theft from Vehicle,2018,10,11,20,30,COMMERCIAL DR / POWELL ST,Grandview-Woodland,494883.8526,5459014.71
Theft from Vehicle,2018,4,24,14,35,COMMERCIAL DR / VENABLES ST,Grandview-Woodland,494874.8597,5458215.379
Theft from Vehicle,2018,6,7,1,53,COMMERCIAL ST / E 20TH AVE,Kensington-Cedar Cottage,495047.9244,5455517.814
Theft from Vehicle,2018,3,31,0,0,COMMERCIAL ST / E 41ST AVE,Victoria-Fraserview,494999.4875,5453312.077
Theft from Vehicle,2018,8,12,21,30,COMMISSIONER ST / NEW BRIGHTON RD,Hastings-Sunrise,496989.4105,5459790.072
Theft from Vehicle,2018,5,20,23,0,COMMODORE RD / MOBERLY RD,Fairview,491421.1797,5457140.468
Theft from Vehicle,2018,3,24,21,0,COMOX ST / JERVIS ST,West End,490335.3934,5459055.839
Theft from Vehicle,2018,5,31,2,47,COMOX ST / NICOLA ST,West End,490154.9825,5459242.676
Theft from Vehicle,2018,11,17,22,0,COMOX ST / THURLOW ST,West End,490610.897,5458790.268
Theft from Vehicle,2018,4,1,6,30,CONNAUGHT DR / W 33RD AVE,Shaughnessy,489638.2018,5454358.808
Theft from Vehicle,2018,8,5,23,0,CONNAUGHT DR / W 33RD AVE,Shaughnessy,489638.2018,5454358.808
Theft from Vehicle,2018,3,13,8,20,CONTINENTAL ST / DRAKE ST,Central Business District,490661.7942,5458201.088
Theft from Vehicle,2018,4,12,18,45,COOK ST / W 2ND AVE,Mount Pleasant,492000.9985,5457369.256
Theft from Vehicle,2018,10,3,20,0,COOPERS MEWS / PACIFIC BLVD,Central Business District,491554.629,5457928.933
Theft from Vehicle,2018,9,12,14,45,CORDOVA DVRS / POWELL ST,Strathcona,493769.665,5458909.748
Theft from Vehicle,2018,8,14,22,0,CORNWALL AVE / CYPRESS ST,Kitsilano,489248.1276,5457756.851
Theft from Vehicle,2018,10,19,19,0,CORNWALL AVE / MAPLE ST,Kitsilano,489072.3897,5457761.388
Theft from Vehicle,2018,6,22,17,30,CORNWALL AVE / POINT GREY RD,Kitsilano,488043.3704,5457786.23
Theft from Vehicle,2018,5,22,20,0,CORNWALL AVE / VINE ST,Kitsilano,488553.1634,5457774.563
Theft from Vehicle,2018,6,3,13,30,COTTON DR / E 2ND AVE,Grandview-Woodland,494791.9905,5457330.739
Theft from Vehicle,2018,8,27,21,0,CREELMAN AVE / CYPRESS ST,Kitsilano,489249.503,5457977.416
Theft from Vehicle,2018,4,15,14,0,CROMPTON ST / E 66TH AVE,Sunset,494119.5019,5450818.467
Theft from Vehicle,2018,9,20,22,0,CROWLEY DR / TYNE ST,Renfrew-Collingwood,497833.5762,5453716.671
Theft from Vehicle,2018,4,3,10,0,CROWN ST / SW MARINE DR,Kerrisdale,485894.9383,5453453.21
Theft from Vehicle,2018,1,22,23,0,CYPRESS ST / W 11TH AVE,Kitsilano,489216.2529,5456577.435
Theft from Vehicle,2018,1,18,16,0,CYPRESS ST / W 1ST AVE,Kitsilano,489242.7157,5457559.9
Theft from Vehicle,2018,3,31,9,0,CYPRESS ST / W 2ND AVE,Kitsilano,489240.1967,5457462.275
Theft from Vehicle,2018,10,3,10,15,CYPRESS ST / W 3RD AVE,Kitsilano,489237.3008,5457365.361
Theft from Vehicle,2018,3,9,20,0,CYPRESS ST / W 44TH AVE,Kerrisdale,489128.6807,5453227.31
Theft from Vehicle,2018,2,27,14,47,CYPRESS ST / W 47TH AVE,Kerrisdale,489120.7514,5452913.893
Theft from Vehicle,2018,4,12,12,5,CYPRESS ST / W 4TH AVE,Kitsilano,489234.7387,5457264.323
Theft from Vehicle,2018,11,24,8,0,DAVIE ST / GRANVILLE ST,Central Business District,490821.3138,5458274.146
Theft from Vehicle,2018,4,13,16,50,DAVIE ST / HOMER ST,Central Business District,491033.2549,5458061.683
Theft from Vehicle,2018,4,28,21,30,DAVIE ST / HOMER ST,Central Business District,491033.2549,5458061.683
Theft from Vehicle,2018,12,17,13,12,DAVIE ST / HOMER ST,Central Business District,491033.2549,5458061.683
Theft from Vehicle,2018,8,17,15,0,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.503
Theft from Vehicle,2018,11,17,0,28,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.503
Theft from Vehicle,2018,2,16,10,0,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Theft from Vehicle,2018,3,3,21,0,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Theft from Vehicle,2018,6,1,6,49,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Theft from Vehicle,2018,6,4,18,0,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Theft from Vehicle,2018,10,7,23,46,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Theft from Vehicle,2018,10,14,20,0,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Theft from Vehicle,2018,10,20,0,0,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Theft from Vehicle,2018,10,14,3,0,DAVIE ST / JERVIS ST,West End,490187.8748,5458904.012
Theft from Vehicle,2018,1,25,16,30,DAVIE ST / MAINLAND ST,Central Business District,491115.8213,5457981.272
Theft from Vehicle,2018,4,19,18,0,DAVIE ST / MAINLAND ST,Central Business District,491115.8213,5457981.272
Theft from Vehicle,2018,10,18,18,30,DAVIE ST / MAINLAND ST,Central Business District,491115.8213,5457981.272
Theft from Vehicle,2018,11,10,16,0,DAVIE ST / MARINASIDE CRES,Central Business District,491269.3135,5457816.847
Theft from Vehicle,2018,10,7,0,0,DAVIE ST / NICOLA ST,West End,490001.6684,5459086.946
Theft from Vehicle,2018,5,3,14,57,DAVIE ST / PACIFIC BLVD,Central Business District,491162.9518,5457932.715
Theft from Vehicle,2018,5,29,6,45,DAVIE ST / PACIFIC BLVD,Central Business District,491162.9518,5457932.715
Theft from Vehicle,2018,8,8,18,0,DAVIE ST / PACIFIC BLVD,Central Business District,491162.9518,5457932.715
Theft from Vehicle,2018,9,13,14,30,DAVIE ST / PACIFIC BLVD,Central Business District,491162.9518,5457932.715
Theft from Vehicle,2018,12,19,22,0,DAVIE ST / PACIFIC BLVD,Central Business District,491162.9518,5457932.715
Theft from Vehicle,2018,11,22,14,30,DAVIE ST / RICHARDS ST,Central Business District,490961.8124,5458133.405
Theft from Vehicle,2018,7,30,15,0,DAVIE ST / RICHARDS ST,Central Business District,490961.8127,5458133.405
Theft from Vehicle,2018,4,1,22,0,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft from Vehicle,2018,8,17,23,20,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft from Vehicle,2018,9,21,20,30,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft from Vehicle,2018,9,23,1,0,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft from Vehicle,2018,10,28,13,0,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft from Vehicle,2018,11,2,23,30,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft from Vehicle,2018,5,20,23,0,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,7,24,0,24,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,8,1,22,0,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,8,14,15,0,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,9,13,0,30,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,9,30,2,47,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,10,4,19,0,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,10,22,20,0,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,11,15,1,0,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,11,26,17,30,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,12,7,5,10,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,12,20,18,30,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.772
Theft from Vehicle,2018,12,21,12,0,DENMAN ST / HARO ST,West End,490072.3248,5459789.931
Theft from Vehicle,2018,10,4,19,30,DENMAN ST / JEPSON YOUNG LANE,West End,489801.2574,5459515.736
Theft from Vehicle,2018,4,9,19,0,DENMAN ST / PENDRELL ST,West End,489762.9313,5459476.885
Theft from Vehicle,2018,7,6,1,0,DENMAN ST / PENDRELL ST,West End,489762.9313,5459476.885
Theft from Vehicle,2018,11,23,17,0,DENMAN ST / PENDRELL ST,West End,489762.9313,5459476.885
Theft from Vehicle,2018,3,7,19,0,DENMAN ST / ROBSON ST,West End,490148.8817,5459867.803
Theft from Vehicle,2018,5,27,12,50,DENMAN ST / W GEORGIA ST,West End,490276.8957,5459994.765
Theft from Vehicle,2018,6,21,13,0,DENMAN ST / W GEORGIA ST,West End,490276.8957,5459994.765
Theft from Vehicle,2018,7,24,12,8,DENMAN ST / W GEORGIA ST,West End,490276.8957,5459994.765
Theft from Vehicle,2018,6,14,1,0,DEVONSHIRE CRES / GRANVILLE ST,Shaughnessy,489870.8117,5454866.011
Theft from Vehicle,2018,2,25,12,0,DIEPPE DR / VIMY CRES,Renfrew-Collingwood,497976.5129,5456056.179
Theft from Vehicle,2018,9,16,19,40,DISCOVERY ST / NW MARINE DR,West Point Grey,485255.9302,5457679.246
Theft from Vehicle,2018,6,3,0,30,DISCOVERY ST / W 10TH AVE,West Point Grey,485229.7698,5456795.407
Theft from Vehicle,2018,10,8,20,0,DISCOVERY ST / W 11TH AVE,West Point Grey,485226.8857,5456691.38
Theft from Vehicle,2018,11,5,17,0,DISCOVERY ST / W 2ND AVE,West Point Grey,485250.3957,5457631.013
Theft from Vehicle,2018,8,19,22,0,DRAKE ST / GRANVILLE ST,Central Business District,490706.9061,5458156.82
Theft from Vehicle,2018,8,17,19,0,DRAKE ST / HAMILTON ST,Central Business District,490960.2851,5457903.14
Theft from Vehicle,2018,2,10,22,30,DRAKE ST / HOMER ST,Central Business District,490918.1145,5457946.087
Theft from Vehicle,2018,3,10,8,49,DRAKE ST / HOMER ST,Central Business District,490918.1145,5457946.087
Theft from Vehicle,2018,11,26,12,0,DRAKE ST / HOMER ST,Central Business District,490918.1145,5457946.087
Theft from Vehicle,2018,12,27,21,30,DRAKE ST / HOMER ST,Central Business District,490918.1145,5457946.087
Theft from Vehicle,2018,10,1,22,0,DRAKE ST / HORNBY ST,Central Business District,490564.5802,5458296.938
Theft from Vehicle,2018,12,29,1,45,DRAKE ST / HORNBY ST,Central Business District,490564.5802,5458296.938
Theft from Vehicle,2018,11,12,1,0,DRAKE ST / HOWE ST,Central Business District,490632.533,5458230.063
Theft from Vehicle,2018,2,19,21,30,DRAKE ST / PACIFIC BLVD,Central Business District,490999.2211,5457866.445
Theft from Vehicle,2018,10,13,22,0,DRAKE ST / PACIFIC BLVD,Central Business District,490999.2211,5457866.445
Theft from Vehicle,2018,2,3,19,30,DRAKE ST / RICHARDS ST,Central Business District,490847.2718,5458015.386
Theft from Vehicle,2018,2,24,23,30,DRAKE ST / RICHARDS ST,Central Business District,490847.2718,5458015.386
Theft from Vehicle,2018,5,23,0,0,DRAKE ST / RICHARDS ST,Central Business District,490847.2718,5458015.386
Theft from Vehicle,2018,11,1,22,30,DRAKE ST / RICHARDS ST,Central Business District,490847.2718,5458015.386
Theft from Vehicle,2018,11,4,23,0,DRAKE ST / RICHARDS ST,Central Business District,490847.2718,5458015.386
Theft from Vehicle,2018,8,31,21,0,DRAKE ST / SEYMOUR ST,Central Business District,490778.7445,5458084.983
Theft from Vehicle,2018,10,10,19,45,DRAKE ST / SEYMOUR ST,Central Business District,490778.7445,5458084.983
Theft from Vehicle,2018,4,28,9,30,DUCHESS ST / KINGSWAY AVE,Renfrew-Collingwood,496172.4953,5454062.98
Theft from Vehicle,2018,5,14,6,36,DUMFRIES ST / E 20TH AVE,Kensington-Cedar Cottage,494690.8604,5455533.766
Theft from Vehicle,2018,12,15,16,0,DUMFRIES ST / E 58TH AVE,Victoria-Fraserview,494500.2541,5451609.723
Theft from Vehicle,2018,1,5,6,30,DUNBAR LOOP / W 41ST AVE,Dunbar-Southlands,486468.4623,5453571.65
Theft from Vehicle,2018,5,17,21,0,DUNBAR ST / W 10TH AVE,Kitsilano,486626.3415,5456759.26
Theft from Vehicle,2018,8,30,15,0,DUNBAR ST / W 12TH AVE,Kitsilano,486617.8246,5456557.24
Theft from Vehicle,2018,4,28,11,0,DUNBAR ST / W 27TH AVE,Dunbar-Southlands,486519.1026,5455050.149
Theft from Vehicle,2018,7,15,20,0,DUNBAR ST / W 32ND AVE,Dunbar-Southlands,486516.8271,5454521.984
Theft from Vehicle,2018,9,9,4,35,DUNBAR ST / W 34TH AVE,Dunbar-Southlands,486516.2941,5454310.305
Theft from Vehicle,2018,9,11,18,30,DUNBAR ST / W 4TH AVE,Kitsilano,486640.7147,5457330.055
Theft from Vehicle,2018,9,28,1,7,DUNBAR ST / W KING EDWARD AVE,Dunbar-Southlands,486522.219,5455261.622
Theft from Vehicle,2018,9,30,21,30,DUNDAS ST / KAMLOOPS ST,Hastings-Sunrise,496030.4284,5459114.773
Theft from Vehicle,2018,8,26,21,0,DUNDAS ST / N PENTICTON ST,Hastings-Sunrise,496220.3854,5459115.528
Theft from Vehicle,2018,5,17,23,0,DUNDAS ST / SLOCAN ST,Hastings-Sunrise,496413.076,5459114.766
Theft from Vehicle,2018,10,27,0,0,DUNDAS ST / TEMPLETON DR,Grandview-Woodland,495657.7466,5459118.768
